VendorNumber,VendorName,Brand,Description,PurchasePrice,Volume,ActualPrice,TotalPurchaseQuantity,TotalPurchaseDollars,TotalSalesQuantity,TotalSalesDollars,TotalExciseTax,TotalFreight,GrossProfit,ProfitMargin,StockTurnOver,SalestoPurchaseRatio
9165,ULTRA BEVERAGE COMPANY LLP,2299,J Seeds Apple Cider Whiskey,0.79,50.0,0.99,21871,17278.09,18020.0,17839.8,939.99,68054.7,-68432.98,-383.59723763719325,0.8239220886104888,1.0325099591447897
6213,MHW LTD,4527,Camus Grand VSOP Elegance,26.92,750.0,34.99,641,17255.72,632.0,22903.68,498.03000000000003,9621.58,-4471.650000000001,-19.523718459217037,0.9859594383775351,1.3273094371025955
9815,WINE GROUP INC,15295,Flip Flop Pnt Grigio,3.44,750.0,5.99,5013,17244.72,4954.0,28038.46,552.86,27100.41,-16859.530000000002,-60.13001427325182,0.988230600438859,1.6259156425850925
3252,E & J GALLO WINERY,25710,Edna Valley Paragon Pnt Grig,7.58,750.0,10.99,2273,17229.34,2272.0,17312.78,254.67000000000002,61966.91,-62138.14,-358.9148594275443,0.9995600527936648,1.0048429017014
4425,MARTIGNETTI COMPANIES,23345,Neyers Vyd Chard Carneros,14.28,750.0,31.99,1206,17221.68,1050.0,28625.5,116.82000000000001,144929.24,-133642.24,-466.86429931354905,0.8706467661691543,1.6621781382536431
4425,MARTIGNETTI COMPANIES,15528,Cannonball Chard,9.33,750.0,14.99,1845,17213.85,2001.0,30223.989999999998,223.21,144929.24,-132142.30999999997,-437.2100109879602,1.0845528455284552,1.7557948977131788
3960,DIAGEO NORTH AMERICA INC,7909,DeLeon Reposado Tequila,42.96,750.0,54.99,400,17184.0,395.0,19236.05,311.7,257032.07,-255291.72000000003,-1327.152507921325,0.9875,1.1194163175046554
3252,E & J GALLO WINERY,39412,Mirassou Merlot Cal,5.88,750.0,8.99,2921,17175.48,2860.0,28571.4,318.21000000000004,61966.91,-50889.200000000004,-178.1123781123781,0.9791167408421774,1.6634993607165565
9165,ULTRA BEVERAGE COMPANY LLP,27111,Masi Amarone Costasera Valp,40.26,750.0,59.99,426,17150.76,395.0,23696.05,43.77,68054.7,-61553.17999999999,-259.7613526305017,0.9272300469483568,1.3816326506813692
90047,CRUSH WINES,15092,Anne Amie Pnt Nr,16.44,750.0,29.99,1043,17146.920000000002,1011.0,23639.89,112.16,1457.73,4923.079999999998,20.825308408795465,0.9693192713326941,1.3786668392924208
8664,"STOLI GROUP,(USA) LLC",3573,Stoli Elite Vodka,74.21,1750.0,99.99,231,17142.51,199.0,18798.01,365.95,18544.49,-17254.940000000002,-91.79131195270139,0.8614718614718615,1.0965727889323091
12546,JIM BEAM BRANDS COMPANY,2173,Canadian Club Rye,15.38,750.0,19.99,1114,17133.32,759.0,13742.409999999998,598.57,123880.97,-127870.45000000001,-930.4805343458681,0.6813285457809695,0.8020868109624987
9165,ULTRA BEVERAGE COMPANY LLP,32138,Bonterra Merlot Organic Mndc,9.2,750.0,13.99,1860,17112.0,1749.0,24637.510000000002,193.96,68054.7,-60723.149999999994,-246.4662622156216,0.9403225806451613,1.4397796867695185
12546,JIM BEAM BRANDS COMPANY,5490,DeKuyper Hot Damn Cinnamon,0.76,50.0,0.99,22512,17109.12,20572.0,20366.28,1065.77,123880.97,-121689.58,-597.5051899512332,0.9138237384506042,1.1903756592974974
480,BACARDI USA INC,2123,Angel's Envy Rye,57.96,750.0,79.99,295,17098.2,431.0,34475.689999999995,339.84000000000003,89286.27,-72248.62000000001,-209.56395651544616,1.4610169491525424,2.0163344679556907
1392,CONSTELLATION BRANDS INC,16327,Black Box Merlot,2.61,500.0,3.99,6551,17098.11,6432.0,27371.68,489.7,79528.99,-69745.12000000001,-254.80759675694006,0.981834834376431,1.6008599780911457
10754,PERFECTA WINES,43224,Ch Beauchene Cotes du Rhone,9.2,750.0,13.99,1857,17084.4,1808.0,25515.920000000002,200.28,28720.52,-20489.28,-80.29998526410176,0.9736133548734518,1.493521575238229
12546,JIM BEAM BRANDS COMPANY,525,El Tesoro Anejo Gold Tequil,31.0,750.0,39.99,551,17081.0,512.0,20918.88,403.77000000000004,123880.97,-120446.86,-575.7806345272787,0.9292196007259528,1.224687079210819
8004,SAZERAC CO INC,8581,Stagg Jr Bourbon,36.49,750.0,49.99,468,17077.32,468.0,23395.32,368.53,50293.62,-44344.15,-189.54282309453345,1.0,1.3699643738010414
1655,FABRIZIA SPIRITS LLC,4411,Fabrizia's Italian Margarita,7.24,750.0,9.99,2358,17071.92,2908.0,29866.920000000002,2292.13,1824.89,8677.980000000003,29.05549015432459,1.2332485156912638,1.7494763330662284
10754,PERFECTA WINES,446,St Urbans-Hof Rsl,10.34,750.0,14.99,1650,17061.0,1575.0,24373.25,174.77,28720.52,-21583.04,-88.55216271937472,0.9545454545454546,1.4285944551902
3960,DIAGEO NORTH AMERICA INC,3142,Smirnoff Sourced Cran/Apple,0.74,50.0,0.99,23055,17060.7,22314.0,22090.86,1166.02,257032.07,-253167.93,-1146.0302134004742,0.9678594664931686,1.294839015984104
9552,M S WALKER INC,26098,Champy Brut Sonoma Cnty,12.98,750.0,24.99,1314,17055.719999999998,1185.0,17344.15,132.25,55551.82,-55395.64,-319.39091855178833,0.9018264840182648,1.016911042160636
10000,MAJESTIC FINE WINES,17167,Kendall Jackson Vntr RSV Zin,6.82,750.0,11.99,2500,17050.0,2878.0,31494.9,319.57,17587.59,-3462.259999999999,-10.99308141953141,1.1512,1.8472082111436952
2242,DELICATO VINEYARDS INC,22938,Black Stallion Carnrs Pnt Nr,12.74,750.0,19.99,1338,17046.12,1301.0,24174.989999999998,144.31,7982.65,-998.0900000000006,-4.128605637479067,0.9723467862481315,1.4182107130537625
9165,ULTRA BEVERAGE COMPANY LLP,3949,Patron En Lalique Tequila,5681.81,750.0,7499.99,3,17045.43,0.0,0.0,0.0,68054.7,-85100.13,-inf,0.0,0.0
90032,LABELLE VYDS AND WINERY,753,LaBelle Winery Blueberry,13.79,750.0,19.99,1236,17044.44,1026.0,20509.739999999998,113.24,778.25,2573.8099999999995,12.549208327360562,0.8300970873786407,1.203309700993403
17033,SEA BREEZE CELLARS LLC,44986,Gruet Rose Brut,11.1,750.0,16.99,1535,17038.5,1449.0,24618.51,161.03,549.55,6869.4299999999985,27.903516500389337,0.9439739413680782,1.4448754291751034
9744,FREDERICK WILDMAN & SONS,22421,Marchesi di Barolo Monferrat,8.72,750.0,12.99,1953,17030.16,1380.0,16897.2,153.46,3999.93,-4286.349999999999,-25.367220604597208,0.706605222734255,0.9921926746431038
7153,PINE STATE TRADING CO,3533,Lidestri Pink Limoncello,13.23,750.0,17.99,1286,17013.78,1544.0,28948.559999999998,1217.45,15884.82,-5167.490000000001,-17.85059429553664,1.2006220839813375,1.7014772731280174
9552,M S WALKER INC,8632,Arak-Gantous & Abouraad,12.85,750.0,18.99,1324,17013.399999999998,1217.0,23676.829999999998,958.39,55551.82,-49846.78,-210.52978798259736,0.9191842900302115,1.391657752124796
4425,MARTIGNETTI COMPANIES,29433,Clos du Val Carneros Chard,13.79,750.0,22.99,1233,17003.07,1175.0,24958.25,131.01,144929.24,-137105.07,-549.3376739154388,0.9529602595296026,1.4678672733806306
17035,PERNOD RICARD USA,23067,Perrier Jouet Grand Brut,13.81,375.0,21.99,1231,17000.11,1078.0,22829.219999999998,61.74,123780.22,-118012.85,-516.9377227956103,0.875710804224208,1.3428866048513801
11567,CAMPARI AMERICA,4141,Wild Turkey American Honey,0.71,50.0,0.99,23925,16986.75,18706.0,18518.94,977.05,20964.81,-20409.670000000002,-110.2097096270089,0.7818599791013584,1.090199125789218
9552,M S WALKER INC,25566,Quivira 12 Znfdl Dry Creek V,8.78,750.0,12.99,1931,16954.18,542.0,7040.58,60.68,55551.82,-65526.1,-930.6917895968799,0.28068358363542206,0.4152710423034319
12546,JIM BEAM BRANDS COMPANY,1483,DeKuyper Cane Trial Pack,2.39,50.0,2.99,7092,16949.88,7184.0,21480.16,375.38,123880.97,-119726.07,-557.3797867427431,1.0129723632261702,1.267275048554916
2000,SOUTHERN WINE & SPIRITS NE,31233,Di Majo Norante Sangiovese,7.43,750.0,10.99,2277,16918.11,2281.0,25978.19,253.38,19016.59,-10209.890000000001,-39.30177583580689,1.0017566974088714,1.5355255403824657
10754,PERFECTA WINES,15876,3 Brooms Svgn Bl Marlborough,9.65,750.0,13.99,1752,16906.8,1707.0,25206.93,189.53,28720.52,-20609.92,-81.76291202459005,0.9743150684931506,1.4909344169210024
4425,MARTIGNETTI COMPANIES,13553,Merry Edwards Svgn Bl RRV,25.34,750.0,36.99,667,16901.78,701.0,25809.99,78.01,144929.24,-136099.04,-527.311479004835,1.050974512743628,1.5270575051858446
1392,CONSTELLATION BRANDS INC,44452,Ravenswood Zen of Zin Znfdl,6.49,750.0,10.99,2603,16893.469999999998,2658.0,29116.420000000002,294.97,79528.99,-67601.01000000001,-232.1748690257937,1.0211294660007684,1.7235310448356675
8112,MOET HENNESSY USA INC,2618,Glenmorangie Milsean Scotch,78.56,750.0,98.99,215,16890.4,215.0,21282.85,169.53,48347.26,-44124.340000000004,-207.3234552703233,1.0,1.2600560081466392
10754,PERFECTA WINES,10415,Le Pive Rose Gris,8.6,750.0,14.99,1961,16864.6,1797.0,26937.03,200.37,28720.52,-18848.46,-69.97230206893633,0.9163691993880673,1.5972528254450151
9165,ULTRA BEVERAGE COMPANY LLP,28457,Clos Pegase Merlot Napa,11.76,750.0,17.99,1433,16852.08,2940.0,52890.6,327.58,68054.7,-32343.760000000002,-61.1521896140335,2.051639916259595,3.1385205861828327
8673,STE MICHELLE WINE ESTATES,16816,H3 Horse Heaven Hills Merlot,8.27,750.0,11.99,2036,16837.72,1902.0,23487.98,211.28,15919.7,-9480.720000000003,-40.36413518744483,0.9341846758349706,1.3949620257374513
4425,MARTIGNETTI COMPANIES,33441,Etude Carneros Pnt Nr,27.58,750.0,39.99,610,16823.8,514.0,21167.86,56.93,144929.24,-140642.11,-664.4134551154438,0.8426229508196721,1.2582092036281936
3960,DIAGEO NORTH AMERICA INC,2043,I.W. Harper Bourbon,23.07,750.0,29.99,729,16818.03,655.0,20591.45,516.64,257032.07,-253775.29,-1232.4304019386686,0.8984910836762688,1.2243675388853512
9815,WINE GROUP INC,40051,Concannon Select Vyds Pnt Nr,4.54,750.0,7.99,3703,16811.62,3755.0,28135.45,418.34000000000003,27100.41,-16194.919999999998,-57.56055083533407,1.0140426681069403,1.6735716129676974
1392,CONSTELLATION BRANDS INC,7740,J Roget Brut,4.1,750.0,5.99,4100,16810.0,3923.0,23498.77,439.73,79528.99,-73279.95,-311.8458966150143,0.9568292682926829,1.3979042236763832
516,BANFI PRODUCTS CORP,22903,Banfi Sangiovese CollePino,5.4,750.0,8.99,3108,16783.2,2906.0,25937.94,324.12,8510.41,320.2099999999981,1.2345236360327694,0.935006435006435,1.5454704704704703
90058,ZORVINO VINEYARDS,19557,Zorvino Fragole Z Strawberry,9.39,750.0,13.99,1787,16779.93,1821.0,25475.79,201.6,448.68,8045.58,31.581277754291428,1.0190263010632346,1.5182298138311663
9165,ULTRA BEVERAGE COMPANY LLP,1071,Straw Boys Vodka,14.7,750.0,19.99,1140,16758.0,0.0,0.0,0.0,68054.7,-84812.7,-inf,0.0,0.0
10754,PERFECTA WINES,18744,Ca'Momi Chard Napa Vly,7.58,750.0,14.99,2209,16744.22,1134.0,19209.66,126.28,28720.52,-26381.36,-137.33382058818324,0.5133544590312359,1.1472412569830066
660,SAZERAC NORTH AMERICA INC.,5268,Mr Boston Rock & Rye,6.56,750.0,8.99,2551,16734.56,2436.0,21899.64,1918.53,17932.33,-14685.780000000004,-67.05945851164678,0.9549196393571149,1.3086474935701924
1590,DIAGEO CHATEAU ESTATE WINES,25802,Dynamite Cab Svgn N Cst,8.21,750.0,11.99,2038,16731.98,2108.0,26154.920000000002,234.21,7259.75,1928.9800000000023,7.37520894730323,1.0343473994111874,1.5631694515532533
8892,TRINCHERO FAMILY ESTATES,17041,Sutter Home Pink Moscato,5.26,1500.0,9.99,3174,16695.239999999998,3218.0,31135.98,719.02,11595.97,2125.7500000000023,6.827310397809873,1.013862633900441,1.864961509987278
480,BACARDI USA INC,3831,Grey Goose L'Orange Vodka,2.89,50.0,3.79,5774,16686.86,5219.0,20823.81,268.26,89286.27,-85417.58,-410.19189091717607,0.903879459646692,1.2479166242180975
10754,PERFECTA WINES,43662,L'Ecole No 41 Cab Svgn Clmba,19.86,750.0,33.99,840,16682.399999999998,671.0,20747.29,74.16,28720.52,-24729.789999999997,-119.19527803390224,0.7988095238095239,1.2436633817676115
9552,M S WALKER INC,4606,Grand Mayan Barrel Aged Tequ,102.93,750.0,139.99,162,16674.66,80.0,11199.2,63.14,55551.82,-61090.42,-545.4891420815773,0.49382716049382713,0.6716298863065274
9165,ULTRA BEVERAGE COMPANY LLP,2344,Bunnahabain 18Yr Single Malt,102.89,750.0,141.99,162,16668.18,25.0,3549.75,19.740000000000002,68054.7,-81192.87000000001,-2287.2841749418976,0.15432098765432098,0.21296566271782522
1392,CONSTELLATION BRANDS INC,26088,R Mondavi Maestro Red Napa V,34.01,750.0,54.99,490,16664.899999999998,307.0,15346.93,34.05,79528.99,-80881.01000000001,-527.0175207679973,0.6265306122448979,0.9209134168221833
3252,E & J GALLO WINERY,33148,Alamos Ridge Chard Mendoza,4.54,750.0,9.99,3668,16652.719999999998,3334.0,30135.94,371.76,61966.91,-48855.450000000004,-162.11689431290347,0.9089422028353326,1.8096707324689303
8112,MOET HENNESSY USA INC,3296,Belvedere Pink Grapefruit,15.99,750.0,22.99,1038,16597.62,1065.0,24724.35,839.59,48347.26,-41060.119999999995,-166.07158529951244,1.0260115606936415,1.4896322484789988
4425,MARTIGNETTI COMPANIES,14250,Ruta 22 Malbec,6.62,750.0,11.99,2506,16589.72,2604.0,28879.96,290.09000000000003,144929.24,-132929.09,-460.2814200573685,1.0391061452513966,1.7408346855763688
9552,M S WALKER INC,17928,Prima Perla Prosecco Treviso,7.94,750.0,11.99,2089,16586.66,1415.0,14225.85,158.64000000000001,55551.82,-58071.27,-408.20949187570517,0.6773575873623744,0.8576681501881633
3252,E & J GALLO WINERY,26361,Prophecy Red Blend,6.62,750.0,9.99,2503,16569.86,2322.0,13830.78,260.68,61966.91,-64966.670000000006,-469.72527941301945,0.9276867758689572,0.834695042685937
1601,VRANKEN AMERICA,17595,Ch La Gordonne Rose,11.03,750.0,16.99,1501,16556.03,1469.0,23704.309999999998,163.43,1048.97,5935.879999999998,25.041353239136676,0.9786808794137242,1.431762928673118
9165,ULTRA BEVERAGE COMPANY LLP,2232,Sipsmith Gin,31.0,750.0,39.99,534,16554.0,539.0,18921.61,425.01,68054.7,-66112.09999999999,-349.39997177829997,1.0093632958801497,1.1430234384438807
2555,DISARONNO INTERNATIONAL LLC,644,Amaretto DiSaronno,20.76,1000.0,26.99,797,16545.72,817.0,22773.829999999998,857.85,5861.03,-490.7700000000028,-2.154973493698701,1.0250941028858218,1.3764181915323115
2000,SOUTHERN WINE & SPIRITS NE,21627,Ferrari Carano Pnt Grigio,10.27,750.0,14.99,1610,16534.7,1495.0,23147.05,165.36,19016.59,-12569.600000000002,-54.303248146092066,0.9285714285714286,1.3999074673262895
9552,M S WALKER INC,2256,Tamdhu Batch Speyside Whisky,72.46,750.0,99.99,228,16520.88,0.0,0.0,0.0,55551.82,-72072.7,-inf,0.0,0.0
4425,MARTIGNETTI COMPANIES,14552,Dom de Dionysos Cairanne Cig,13.24,750.0,19.99,1247,16510.28,1148.0,21444.52,127.64,144929.24,-140122.64,-653.4193351028608,0.9206094627105053,1.298858650489271
12546,JIM BEAM BRANDS COMPANY,2563,Greenore Irish Whiskey,34.61,750.0,49.99,477,16508.97,306.0,14431.94,241.42000000000002,123880.97,-126199.42,-874.4452928712286,0.6415094339622641,0.8741877900317221
4425,MARTIGNETTI COMPANIES,15444,Riff Pnt Grigio,6.57,750.0,9.99,2511,16497.27,2520.0,27274.8,282.38,144929.24,-134434.09,-492.88753721383836,1.003584229390681,1.6532917264492852
90047,CRUSH WINES,14852,Mooiplaas The Bean Pinotage,8.16,750.0,12.99,2019,16475.04,1983.0,27089.170000000002,220.83,1457.73,8935.570000000002,32.98576516002521,0.9821693907875185,1.6442551884547776
4425,MARTIGNETTI COMPANIES,45298,Hall Cab Svgn Napa,32.67,750.0,53.99,504,16465.68,493.0,25115.07,54.58,144929.24,-136334.42999999996,-542.8391400063786,0.9781746031746031,1.5252980745404987
516,BANFI PRODUCTS CORP,8630,Fontana Candida Frascati,5.47,750.0,7.99,3010,16464.7,2940.0,23326.6,327.21000000000004,8510.41,-1975.720000000002,-8.469815575351754,0.9767441860465116,1.4167643503981244
9744,FREDERICK WILDMAN & SONS,45600,Luigi Bosca La Linda Malbec,7.33,750.0,10.99,2244,16448.52,2205.0,23483.95,244.97,3999.93,2790.5300000000007,11.882711383732296,0.982620320855615,1.4277241964626606
3924,HEAVEN HILL DISTILLERIES,3592,Burnetts Pineapple Vodka,7.14,1750.0,11.99,2303,16443.420000000002,2665.0,26245.35,4897.7,14069.87,-9165.640000000003,-34.92291015360818,1.157186278766826,1.5961004462575301
480,BACARDI USA INC,810,Bacardi Black Razz,7.19,750.0,11.99,2283,16414.77,3153.0,37736.47,2484.35,89286.27,-70448.92000000001,-186.68656607255528,1.38107752956636,2.2989338260603103
2242,DELICATO VINEYARDS INC,19190,Noble Vines 242 Svgn Bl,7.09,750.0,10.99,2312,16392.079999999998,2250.0,23829.5,250.20000000000002,7982.65,-795.4299999999978,-3.338005413458099,0.9731833910034602,1.4537203332340987
9552,M S WALKER INC,38542,Avalon Cab Svgn Cal,7.18,750.0,12.99,2283,16391.94,2266.0,24047.34,252.48000000000002,55551.82,-48148.9,-200.22547192329796,0.9925536574682435,1.4670222072555172
10754,PERFECTA WINES,6692,Jaboulet Cotes du Rhone Par,6.68,750.0,11.99,2453,16386.04,3334.0,39516.66,371.47,28720.52,-5961.369999999998,-15.085713215641194,1.3591520587036283,2.4116052444641904
3252,E & J GALLO WINERY,11441,Frei Bros Rsv Znfdl,10.96,750.0,16.99,1495,16385.2,1435.0,24380.649999999998,159.09,61966.91,-54130.55,-222.0225875848265,0.959866220735786,1.4879678002099455
8664,"STOLI GROUP,(USA) LLC",8015,Bayou Satsuma Rum Liqueur,14.81,750.0,19.99,1106,16379.86,408.0,6615.92,321.88,18544.49,-28630.31,-432.74873335832353,0.3688969258589512,0.4039057720884061
10754,PERFECTA WINES,13567,Bila-Haut Cotes Roussillon,9.33,750.0,13.99,1755,16374.15,1505.0,20823.95,167.28,28720.52,-24438.0,-117.35525680766617,0.8575498575498576,1.2717576179526877
8664,"STOLI GROUP,(USA) LLC",213,Stolichnaya Blueberi,17.03,1000.0,22.99,961,16365.830000000002,981.0,23249.19,1030.05,18544.49,-12691.180000000004,-54.58762219242909,1.0208116545265349,1.4205933948965617
9165,ULTRA BEVERAGE COMPANY LLP,6115,Midnight Moon Raspberry,14.07,750.0,18.99,1162,16349.34,1139.0,22768.609999999997,898.5400000000001,68054.7,-62533.97,-274.64992373271804,0.9802065404475043,1.392631751495779
9552,M S WALKER INC,23917,Mionetto Prosecco DOC Brut,18.54,1500.0,27.99,881,16333.74,840.0,23915.6,187.13,55551.82,-48157.09,-201.36266704577764,0.9534619750283768,1.4641839529709668
9165,ULTRA BEVERAGE COMPANY LLP,14663,Spellbound Merlot,8.78,750.0,15.99,1859,16322.02,1724.0,22967.76,191.18,68054.7,-61600.14,-268.20264579567186,0.9273803119956966,1.407164064251851
8892,TRINCHERO FAMILY ESTATES,28070,Sutter Home Moscato Cal,6.66,1500.0,9.99,2450,16317.0,2480.0,24775.2,553.17,11595.97,-3690.9399999999987,-14.897720300946101,1.0122448979591836,1.5183673469387755
6785,PALM BAY INTERNATIONAL INC,23155,Rocca Delle Macie Chianti C,12.58,750.0,19.99,1296,16303.68,1319.0,25711.809999999998,146.21,13605.41,-4343.4900000000025,-16.892976418229612,1.0177469135802468,1.5770556095310995
8664,"STOLI GROUP,(USA) LLC",4904,Bayou Spiced Rum,15.38,750.0,19.99,1060,16302.8,458.0,7391.42,361.13,18544.49,-27817.000000000004,-376.3417584171919,0.4320754716981132,0.4533834678705499
9165,ULTRA BEVERAGE COMPANY LLP,4491,Calvados Marquis De St Loup,19.04,750.0,27.99,855,16279.199999999999,969.0,29521.309999999998,106.86,68054.7,-54919.45,-186.0332417497733,1.1333333333333333,1.81343739250086
516,BANFI PRODUCTS CORP,40667,Bolla Chianti,8.6,1500.0,12.99,1891,16262.6,1616.0,20217.84,360.56,8510.41,-4915.7300000000005,-24.31382383083455,0.854574299312533,1.2432108027006752
9165,ULTRA BEVERAGE COMPANY LLP,9092,Junipero Gin,21.89,750.0,34.99,742,16242.380000000001,762.0,23757.38,601.19,68054.7,-61140.89,-257.355356525004,1.0269541778975741,1.4626784990869564
12546,JIM BEAM BRANDS COMPANY,3594,Pinnacle Tropical Punch,0.77,50.0,0.99,21089,16238.53,11443.0,11328.57,594.0600000000001,123880.97,-129384.99,-1142.1122877821297,0.542605149604059,0.6976351923480758
4425,MARTIGNETTI COMPANIES,27243,Stars Like Ours Rose,6.53,750.0,9.99,2485,16227.05,1168.0,11668.32,129.74,144929.24,-149617.71,-1282.2558003208687,0.47002012072434607,0.7190660039871696
7239,REMY COINTREAU USA INC,3601,Remy Martin V,26.61,750.0,36.99,609,16205.49,646.0,23235.54,509.14,16978.67,-10457.759999999997,-45.0076047296512,1.0607553366174056,1.4338066914360506
7153,PINE STATE TRADING CO,6157,Kinky Blue Liqueur,6.01,375.0,7.99,2692,16178.92,3112.0,22901.38,1220.27,15884.82,-10382.63,-45.33626357887603,1.1560178306092124,1.415507339179624
516,BANFI PRODUCTS CORP,18575,Sartori Amarone,26.34,750.0,39.99,614,16172.759999999998,606.0,24234.940000000002,67.18,8510.41,-515.409999999996,-2.1267228225033605,0.9869706840390879,1.4985036567660686
3252,E & J GALLO WINERY,11320,Edna Valley Paragon Svgn Bl,7.74,750.0,11.99,2089,16168.859999999999,2037.0,23877.63,226.18,61966.91,-54484.32,-228.1814401178006,0.9751077070368598,1.4767664510670513
4425,MARTIGNETTI COMPANIES,41868,Goldeneye Anderson Pnt Nr,33.78,750.0,49.99,478,16146.84,418.0,20975.82,46.35,144929.24,-140146.61,-668.1341182370938,0.8744769874476988,1.2990665665851646
10754,PERFECTA WINES,27412,Peter Paul Bennett Vy Svgn B,7.74,750.0,11.99,2085,16137.9,1103.0,13224.97,122.76,28720.52,-31756.21,-240.12311559118848,0.5290167865707434,0.8194975802303893
2000,SOUTHERN WINE & SPIRITS NE,20459,Hardys Nottage Hill Chard,4.82,750.0,6.99,3346,16127.720000000001,3256.0,22759.44,364.05,19016.59,-12748.920000000002,-56.015965243433065,0.9731022115959355,1.4112000952397485
8112,MOET HENNESSY USA INC,13581,Veuve Clicquot Rose Shop Bag,33.11,750.0,49.99,487,16124.57,407.0,20345.93,45.68,48347.26,-44171.58,-217.10278173570833,0.8357289527720739,1.2617967486884922
3252,E & J GALLO WINERY,36543,MacMurray Ranch Pnt Nr RRV,13.15,750.0,29.99,1226,16121.900000000001,1871.0,37401.29,208.41,61966.91,-40895.93000000001,-109.3436349387949,1.5261011419249593,2.319905842363493
10754,PERFECTA WINES,20251,Round Pond Est Svgn Bl Napa,15.53,750.0,22.99,1037,16104.61,830.0,17683.7,92.13,28720.52,-27233.56,-154.00374356045398,0.8003857280617165,1.098052048450723
90011,FORTUNE WINE BROKERS LLC,43129,Jelu Malbec San Juan,7.89,750.0,12.99,2038,16079.820000000002,2074.0,27325.26,230.57,238.60999999999999,10776.259999999997,39.43698980357368,1.0176643768400393,1.6993511121393148
7245,PROXIMO SPIRITS INC.,8470,1800 Reposado Gold Tequila,2.08,50.0,2.79,7729,16076.32,6894.0,19234.26,352.79,38994.78,-36189.63,-188.1519226629982,0.8919653253978522,1.1964342585865422
1392,CONSTELLATION BRANDS INC,39598,R M Woodbridge Cab Svgn Cal,4.76,187.0,7.99,3375,16065.0,3150.0,24880.5,90.85,79528.99,-70804.34000000001,-284.5776411245755,0.9333333333333333,1.5487394957983194
4425,MARTIGNETTI COMPANIES,23197,Yellow Tail Sangria Blanco,6.84,1500.0,9.99,2347,16053.48,2457.0,27532.43,548.5,144929.24,-133998.78999999998,-486.6943818616808,1.0468683425649765,1.7150443392959036
9552,M S WALKER INC,36200,Four Vines Truant Znfdl,8.21,750.0,13.99,1954,16042.34,2127.0,26184.73,236.01,55551.82,-45645.44,-174.32083508212614,1.0885363357215967,1.6322263460318134
8112,MOET HENNESSY USA INC,3651,Belvedere Vodka,2.93,50.0,3.99,5474,16038.820000000002,5392.0,21514.08,276.98,48347.26,-43148.98,-200.5615857150294,0.9850200949945196,1.3413754877229123
9744,FREDERICK WILDMAN & SONS,25645,Marchesi Di Barolo Zagara Mo,9.93,750.0,14.99,1615,16036.949999999999,1359.0,14755.91,152.04,3999.93,-5433.009999999999,-36.81921345413464,0.8414860681114551,0.9201194740895245
9165,ULTRA BEVERAGE COMPANY LLP,11152,Stemmari Pt Nr,5.26,750.0,7.99,3047,16027.22,2996.0,25744.04,334.0,68054.7,-58671.88,-227.9047111486775,0.9832622251394815,1.6062698334458503
7245,PROXIMO SPIRITS INC.,8484,1800 Coconut Tequila,2.16,50.0,2.79,7414,16014.24,5062.0,14122.98,259.27,38994.78,-41145.31,-291.33589369948834,0.6827623415160508,0.8819013577915655
4425,MARTIGNETTI COMPANIES,6694,Lindemans Bin 65 Chard,5.19,750.0,7.99,3083,16000.77,3089.0,25341.11,343.41,144929.24,-135932.31,-536.4102440658677,1.001946156341226,1.583743157360552
12546,JIM BEAM BRANDS COMPANY,453,Hornitos Reposado Tequila,21.01,1000.0,28.99,761,15988.61,721.0,21591.79,757.05,123880.97,-119034.84000000001,-551.2967660393141,0.9474375821287779,1.350448225330407
9165,ULTRA BEVERAGE COMPANY LLP,2310,Ungava Gin,23.19,750.0,28.99,689,15977.909999999998,704.0,20807.96,555.0600000000001,68054.7,-63779.70999999999,-306.51591986912695,1.0217706821480406,1.3022954816994214
3252,E & J GALLO WINERY,6266,Gallo Fairbanks Sherry,5.06,1500.0,7.79,3154,15959.24,3180.0,24772.2,709.71,61966.91,-53863.66,-217.43591606720435,1.0082435003170578,1.552216772227249
9552,M S WALKER INC,15399,Lobster Reef Svgn Bl,7.28,750.0,11.99,2192,15957.76,2188.0,25171.12,243.74,55551.82,-46582.2,-185.06208702671952,0.9981751824817519,1.577359228362878
3960,DIAGEO NORTH AMERICA INC,3228,Ciroc Mango Vodka,1.55,50.0,1.99,10295,15957.25,7931.0,15782.69,411.68,257032.07,-257618.31,-1632.2839135787372,0.7703739679456046,0.9890607717495182
5455,MARSALLE COMPANY,5205,Don Felix Plata Tequila,31.99,750.0,39.99,498,15931.02,259.0,9139.41,204.35,937.21,-7933.170000000001,-86.80177385629926,0.5200803212851406,0.5736864306240278
17031,FLAG HILL WINERY & VINEYARD,5983,Flag Hill Spiced Rum,21.42,750.0,26.99,743,15915.060000000001,756.0,21856.44,596.27,1573.31,3771.799999999998,17.257156243194217,1.0174966352624495,1.373318102476522
1392,CONSTELLATION BRANDS INC,39599,R M Woodbridge Chard Cal,4.51,187.0,7.99,3528,15911.279999999999,3413.0,26973.87,98.74,79528.99,-68565.14000000001,-254.19096332858436,0.9674036281179138,1.695267131242741
9815,WINE GROUP INC,31458,Foxhorn Wh Znfdl Cal,5.4,1500.0,8.99,2941,15881.4,2984.0,24681.16,665.36,27100.41,-18966.010000000002,-76.84407864136045,1.014620877252635,1.5540922084954727
